pfam_id,protein_id,description,start,stop
PF00115,S5WPD5,Cytochrome c oxidase subunit I,2,160
PF00115,S5WQQ4,Cytochrome c oxidase subunit I,2,99
PF00115,S5X904,Cytochrome c oxidase subunit I,2,182
PF00115,S5XPW9,Cytochrome c oxidase subunit I,2,206
PF00115,S5XUN6,Cytochrome c oxidase subunit I,2,219
PF00115,S5XX11,Cytochrome c oxidase subunit I,2,182
PF08436,S5Z6S6,1-deoxy-D-xylulose 5-phosphate reductoisomerase C-terminal,218,301
PF09172,S6AB55,Vitellinogen open beta-sheet,628,908
PF00507,S6C946,NADH:ubiquinone/plastoquinone oxidoreductase chain 3,17,114
PF00041,S7MGA2,Fibronectin type III,9377,9460
PF00013,S7MHI8,K Homology domain type 1,125,189
PF00521,S7MLH7,DNA topoisomerase type IIA subunit A/C-terminal,844,1078
PF02412,S7MVM9,Thrombospondin type 3-like repeat,492,527
PF07686,S7MW29,Immunoglobulin V-set domain,49,146
PF07714,S7MY30,Serine-threonine/tyrosine-protein kinase catalytic domain,164,396
PF07654,S7N3B8,Immunoglobulin C1-set,94,169
mobidb-lite,S7N4S6,disorder_prediction,361,385
PF00008,S7N7C0,EGF-like domain,692,723
PF02932,S7N9A3,Neurotransmitter-gated ion-channel transmembrane domain,165,194
mobidb-lite,S7N9Z8,disorder_prediction,301,320
PF00089,S7NJJ7,Serine proteases trypsin domain,336,570
mobidb-lite,S7NTG9,disorder_prediction,388,419
PF00769,S7P4X8,Ezrin/radixin/moesin C-terminal,3,102
PF01344,S7PK72,Kelch repeat type 1,330,375
mobidb-lite,S7PLY6,disorder_prediction,984,1009
mobidb-lite,S7PNM4,disorder_prediction,327,355
PF01094,S7PPW4,Receptor ligand binding region,19,370
PF07728,S7PSE7,ATPase dynein-related AAA domain,2438,2482
PF00019,S7PVC1,Transforming growth factor-beta C-terminal,182,287
PF16124,S8BV50,ATP-dependent DNA helicase RecQ zinc-binding domain,134,207
PF08590,S8CGM8,Domain of unknown function DUF1771,118,171
PF01535,S8CLQ0,Pentatricopeptide repeat,150,180
PF03106,S8CMZ8,WRKY domain,15,72
PF01061,S8CN76,ABC-2 type transporter,32,245
PF02458,S8CS90,Transferase,1,442
PF10431,S8CTS2,Clp ATPase C-terminal,844,923
mobidb-lite,S8CUR3,disorder_prediction,76,125
mobidb-lite,S8CXF8,disorder_prediction,1,29
mobidb-lite,S8D0A3,disorder_prediction,348,373
PF13369,S8DEG5,Protein SirB1 N-terminal,98,197
PF00146,S8DQ28,NADH:ubiquinone oxidoreductase subunit 1/F420H2 oxidoreductase subunit H,5,72
PF02536,S8EKD5,Transcription termination factor mitochondrial/chloroplastic,87,270
PF00664,S9TK20,ABC transporter type 1 transmembrane domain,101,368
PF00004,S9TQF4,ATPase AAA-type core,398,529
PF00648,S9TSL6,Peptidase C2 calpain catalytic domain,57,150
PF00118,S9TT03,Chaperonin Cpn60/TCP-1 family,11,328
mobidb-lite,S9UEF0,disorder_prediction,21,111
PF16417,S9UG41,CCR4-NOT transcription complex subunit 1 TTP binding domain,586,763
mobidb-lite,S9UR50,disorder_prediction,205,240
PF06813,S9V379,Nodulin-like,28,199
PF05149,S9V4S0,Paraflagellar rod,280,560
PF00400,S9V9Y7,WD40 repeat,138,175
CoiledCoil,S9VF16,Kinesin-like protein OS=Angomonas deanei GN=AGDE_13847 PE=3 SV=1,392,420
PF03738,S9WBA4,Glutathionylspermidine synthase pre-ATP-grasp-like domain,261,471
PF00206,S9WH69,Fumarate lyase N-terminal,20,317
mobidb-lite,S9WL71,disorder_prediction,419,481
PF02199,S9WUE7,Saposin A-type domain,32,61
PF02847,S9WWG7,Initiation factor eIF-4 gamma MA3,602,667
PF13516,S9X1P7,Leucine-rich repeat,425,447
CoiledCoil,S9X367,Interferon-induced very large GTPase 1-like protein OS=Camelus ferus GN=CB1_000400015 PE=4 SV=1,93,139
PF08466,S9XDW8,Potassium channel inwardly rectifying Kir N-terminal,3,46
PF16608,S9XGH4,TNRC6 PABC binding domain,133,311
PF06466,S9XHZ8,PCAF N-terminal,218,260
PF07175,S9XIC8,Osteoregulin,1,141
PF01415,S9Y3T4,Interleukin-7/interleukin-9 family,15,111
PF00001,S9YES8,G protein-coupled receptor rhodopsin-like,26,288
CoiledCoil,S9YFH2,A-kinase anchor protein 9 isoform 2-like protein OS=Camelus ferus GN=CB1_000326004 PE=4 SV=1,1932,1960
PF15378,S9YHR5,Domain of unknown function DUF4605,61,119
PF10520,S9YLT9,B domain of TMEM189 localisation domain,62,247
CoiledCoil,S9YQ74,Adenylosuccinate synthetase OS=Camelus ferus GN=CB1_000096002 PE=3 SV=1,648,669
CoiledCoil,S9YR34,Triple functional domain protein OS=Camelus ferus GN=CB1_000318015 PE=4 SV=1,489,510
CoiledCoil,T0MFV8,Uncharacterized protein OS=Camelus ferus GN=CB1_000265037 PE=4 SV=1,1294,1315
PF00175,T1DCD3,Oxidoreductase FAD/NAD(P)-binding,455,561
PF00013,T1DK69,K Homology domain type 1,582,642
PF00520,T1DPY1,Ion transport domain,400,685
PF00025,T1E6M2,Small GTPase superfamily ARF/SAR type,7,176
PF01485,T1ECU8,IBR domain,268,313
PF05185,T1EEM3,Protein arginine N-methyltransferase,165,426
PF00008,T1EF43,EGF-like domain,209,237
PF12796,T1EFB7,Ankyrin repeat-containing domain,144,214
PF00514,T1EHW7,Armadillo,359,395
PF00630,T1ES16,Filamin/ABP280 repeat-like,3128,3214
PF00001,T1EZY2,G protein-coupled receptor rhodopsin-like,94,207
PF13499,T1F998,EF-hand domain,80,138
mobidb-lite,T1FIN0,disorder_prediction,60,121
PF00361,T1FLC8,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,3,274
PF07992,T1FQ32,FAD/NAD(P)-binding domain,39,376
PF00620,T1FSE4,Rho GTPase-activating protein domain,1606,1710
PF12796,T1FT22,Ankyrin repeat-containing domain,631,713
PF04712,T1FVD0,Radial spokehead-like protein,107,612
mobidb-lite,T1FVQ5,disorder_prediction,754,866
mobidb-lite,T1GDD9,disorder_prediction,1,23
PF03098,T1GFJ4,Haem peroxidase animal,18,72
PF00400,T1GMC2,WD40 repeat,125,158
PF02757,T1GQL8,YLP motif,68,76
PF00379,T1H213,Insect cuticle protein,39,88
PF00057,T1H7T0,Low-density lipoprotein (LDL) receptor class A repeat,1153,1191
PF02931,T1H9T1,Neurotransmitter-gated ion-channel ligand-binding domain,29,67
PF00010,T1HAG4,Myc-type basic helix-loop-helix (bHLH) domain,11,68
PF00050,T1HPE7,Kazal domain,42,78
PF07684,T1HVI8,Notch NODP domain,1378,1434
mobidb-lite,T1HYD9,disorder_prediction,328,357
mobidb-lite,T1I5A1,disorder_prediction,520,547
PF00097,T1I6A4,Zinc finger C3HC4 RING-type,861,903
mobidb-lite,T1ID89,disorder_prediction,725,778
mobidb-lite,T1IDL9,disorder_prediction,70,107
PF05192,T1IET7,DNA mismatch repair protein MutS core,270,576
mobidb-lite,T1IXT5,disorder_prediction,1435,1458
PF04675,T1IZP4,DNA ligase ATP-dependent N-terminal,171,343
PF00005,T1J7Z6,ABC transporter-like,464,605
mobidb-lite,T1JJG8,disorder_prediction,241,277
mobidb-lite,T1JX76,disorder_prediction,1501,1525
PF00179,T1K265,Ubiquitin-conjugating enzyme E2,8,148
mobidb-lite,T1K3Z2,disorder_prediction,243,264
PF01650,T1KP77,Peptidase C13 legumain,30,75
PF01535,T1LGJ8,Pentatricopeptide repeat,225,249
PF08276,T1MBB1,PAN/Apple domain,317,393
PF13041,T1N718,Pentatricopeptide repeat,159,208
PF01734,T1NRV5,Patatin-like phospholipase domain,4,58
PF00013,T1NTC6,K Homology domain type 1,115,157
PF00033,T1P4Q4,Cytochrome b/b6 N-terminal,19,204
PF12772,T1P5R9,Growth hormone-binding protein,1,272
PF00013,T1PBQ6,K Homology domain type 1,47,111
PF00225,T1PCC8,Kinesin motor domain,25,344
PF00016,T1Q8R1,Ribulose bisphosphate carboxylase large subunit C-terminal,145,184
PF10456,T1QYH4,Sorting nexin protein WASP-binding domain,127,238
PF02801,T1R2N7,Beta-ketoacyl synthase C-terminal,91,130
PF00033,T1SRN5,Cytochrome b/b6 N-terminal,3,165
PF02460,T1TAM1,Protein patched/dispatched,1,231
PF12940,T1TCY5,V(D)J recombination-activating protein 1,1,450
mobidb-lite,T1VZ01,disorder_prediction,586,619
PF12937,T2DMW2,F-box domain,7,40
mobidb-lite,T2MB28,disorder_prediction,274,339
PF00439,T2MD51,Bromodomain,298,377
PF06920,T2MDT3,Dedicator of cytokinesis C-terminal,919,1059
CoiledCoil,T2ME04,Protein OS-9 (Fragment) OS=Hydra vulgaris GN=OS9 PE=2 SV=1,439,460
PF02798,T2MGF8,Glutathione S-transferase N-terminal,3,76
PF02199,T2MHF4,Saposin A-type domain,45,73
mobidb-lite,T2MIH1,disorder_prediction,111,160
PF00307,U1M3Z0,Calponin homology domain,35,150
PF09781,U1M615,NADH:ubiquinone oxidoreductase NDUFB5/SGDH subunit,36,166
PF00930,U1MEL6,Dipeptidylpeptidase IV N-terminal domain,214,408
PF00626,U1MFU9,Gelsolin-like domain,372,446
PF00133,U1MTZ0,Aminoacyl-tRNA synthetase class Ia,21,645
mobidb-lite,U1NAC4,disorder_prediction,150,176
CoiledCoil,U1NC72,Rb1-inducible coiled-coil protein 1 OS=Ascaris suum GN=ASU_11768 PE=4 SV=1,789,831
mobidb-lite,U1NPL2,disorder_prediction,62,86
PF13716,U3CHJ8,CRAL-TRIO lipid binding domain,19,88
PF00076,U3CKS0,RNA recognition motif domain,9,79
PF00400,U3CT08,WD40 repeat,212,249
PF00053,U3E535,Laminin EGF domain,1030,1083
PF02759,U3E5Y2,RUN domain,43,188
PF08774,U3EBN4,VRR-NUC domain,897,1008
PF13499,U3EK75,EF-hand domain,165,239
PF00620,U3ERS8,Rho GTPase-activating protein domain,496,645
mobidb-lite,U3EW49,disorder_prediction,1,23
mobidb-lite,U3F3M9,disorder_prediction,868,914
PF00069,U3F4A5,Protein kinase domain,83,303
PF00041,U3FF83,Fibronectin type III,415,500
PF13519,U3I2G0,von Willebrand factor type A,1,105
PF00092,U3I539,von Willebrand factor type A,1689,1858
mobidb-lite,U3IAZ0,disorder_prediction,220,253
mobidb-lite,U3IBW3,disorder_prediction,1128,1156
CoiledCoil,U3IGG7,Uncharacterized protein OS=Anas platyrhynchos GN=NCAPG PE=4 SV=1,520,541
PF01030,U3IJ21,Receptor L-domain,33,142
PF00412,U3IMM9,Zinc finger LIM-type,121,177
PF03494,U3IMZ9,Amyloidogenic glycoprotein amyloid-beta peptide,258,296
PF07679,U3IRQ4,Immunoglobulin I-set,128,211
PF02985,U3ITE7,HEAT repeat,786,811
PF08142,U3J173,AARP2CN,160,240
CoiledCoil,U3J3J2,Uncharacterized protein OS=Anas platyrhynchos GN=FILIP1 PE=4 SV=1,257,288
PF00957,U3JBF8,Synaptobrevin,21,105
PF01391,U3JBN6,Collagen triple helix repeat,1324,1379
PF00147,U3JC59,Fibrinogen alpha/beta/gamma chain C-terminal globular domain,165,383
PF01279,U3JKQ1,Parathyroid hormone/parathyroid hormone-related protein,30,83
PF00041,U3JS04,Fibronectin type III,932,1007
PF12796,U3JV96,Ankyrin repeat-containing domain,17,106
PF08347,U3JZP8,CTNNB1 binding N-teminal,1,202
PF06467,U3K271,Zinc finger MYM-type,612,647
PF01562,U3K566,Peptidase M12B propeptide,46,194
PF01571,U3K5S2,Glycine cleavage T-protein-like N-terminal,329,594
PF00271,U3K7H4,Helicase C-terminal,791,901
PF13855,U3K8V1,Leucine-rich repeat,131,190
PF02755,U3K9G5,RPEL repeat,64,85
mobidb-lite,U3KA55,disorder_prediction,563,585
PF00568,U3KB23,WH1/EVH1 domain,4,107
mobidb-lite,U3KDG9,disorder_prediction,1298,1363
PF00757,U3KEW3,Furin-like cysteine-rich domain,128,275
PF01352,U3KP18,Krueppel-associated box,30,70
PF00115,U3L0A0,Cytochrome c oxidase subunit I,2,168
PF14310,U3MZ69,Fibronectin type III-like domain,699,763
PF04648,U3N0F6,Mating factor alpha C-terminal repeat,90,102
mobidb-lite,U3N2I6,disorder_prediction,366,385
PF11928,U3Q3R2,Protein of unknown function DUF3446,29,108
PF00253,U3R698,Ribosomal protein S14,46,99
PF05695,U3R7X4,Uncharacterised protein family Ycf2,1,727
PF00076,U4PBX2,RNA recognition motif domain,2,51
PF12947,U4U5A9,EGF domain,1344,1379
PF00013,U4UI29,K Homology domain type 1,12,76
PF01151,U4UK32,ELO family,35,123
mobidb-lite,U4URX8,disorder_prediction,30,55
PF02089,U5ES24,Palmitoyl protein thioesterase,36,262
PF01753,U5EYB2,Zinc finger MYND-type,457,493
PF07651,U5FJ77,AP180 N-terminal homology (ANTH) domain,34,308
PF00201,U5FNC6,UDP-glucuronosyl/UDP-glucosyltransferase,236,397
PF02771,U5FNK3,Acyl-CoA dehydrogenase/oxidase N-terminal,119,228
mobidb-lite,U5G014,disorder_prediction,448,467
PF02151,U5GB99,UVR domain,301,330
PF00083,U5GG86,Major facilitator  sugar transporter-like,43,467
PF00571,U5GH92,CBS domain,678,727
PF01535,U5GIR2,Pentatricopeptide repeat,257,280
PF00318,U5IPD5,Ribosomal protein S2,13,228
PF05151,U5IQ79,Photosystem II PsbM,1,31
PF00105,U5KQN3,Zinc finger nuclear hormone receptor-type,18,87
PF03392,U5PZ70,Insect odorant-binding protein A10/Ejaculatory bulb-specific protein 3,24,115
PF06444,U5QUE6,NADH dehydrogenase subunit 2 C-terminal,290,343
PF12940,U5YB73,V(D)J recombination-activating protein 1,1,173
PF00895,U5YV54,ATP synthase protein 8 metazoa,1,55
PF00022,U6BFW2,Actin family,1,28
PF00115,U6BLI7,Cytochrome c oxidase subunit I,1,135
PF07654,U6BR51,Immunoglobulin C1-set,214,290
mobidb-lite,U6CN45,disorder_prediction,412,433
mobidb-lite,U6CQ69,disorder_prediction,819,920
mobidb-lite,U6CV22,disorder_prediction,1,30
PF15755,U6CVK4,Protein of unknown function DUF4689,1,229
PF01437,U6D3R4,Plexin repeat,271,313
PF07571,U6D4J1,TAF6 C-terminal HEAT repeat domain,242,330
mobidb-lite,U6D507,disorder_prediction,283,313
PF12605,U6D527,Casein kinase 1 gamma C-terminal,47,79
PF01401,U6DA93,Peptidase M2 peptidyl-dipeptidase A,22,223
PF00014,U6DHG1,Pancreatic trypsin inhibitor Kunitz domain,96,148
mobidb-lite,U6DKR6,disorder_prediction,145,168
PF00361,U6EFI9,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,22,286
mobidb-lite,U6GDT9,disorder_prediction,653,697
mobidb-lite,U6GF51,disorder_prediction,351,426
LowComplexity,U6GFP8,Uncharacterized protein OS=Eimeria acervulina GN=EAH_00007260 PE=4 SV=1,1400,1423
mobidb-lite,U6GK36,disorder_prediction,631,665
LowComplexity,U6GKX3,Rar1 putative (Fragment) OS=Eimeria acervulina GN=EAH_00056230 PE=4 SV=1,52,77
CoiledCoil,U6GRB5,WD-repeat protein putative OS=Eimeria acervulina GN=EAH_00025250 PE=4 SV=1,123,144
CoiledCoil,U6GT03,Kinesin putative OS=Eimeria acervulina GN=EAH_00027640 PE=3 SV=1,341,362
LowComplexity,U6GTB8,DNA mismatch repair protein putative OS=Eimeria acervulina GN=EAH_00008860 PE=4 SV=1,630,644
mobidb-lite,U6GU82,disorder_prediction,665,724
mobidb-lite,U6GZG2,disorder_prediction,381,402
LowComplexity,U6H7M6,WD-repeat proein putative OS=Eimeria praecox GN=EPH_0026290 PE=4 SV=1,1270,1290
LowComplexity,U6JPE7,T-cell immunomodulatory protein putative OS=Eimeria acervulina GN=EAH_00020900 PE=4 SV=1,106,120
LowComplexity,U6JX03,Uncharacterized protein OS=Eimeria mitis GN=EMH_0048540 PE=4 SV=1,752,776
PF00071,U6KHS9,Small GTPase superfamily,10,170
PF08235,U6KJX4,Lipin/Ned1/Smp2 (LNS2),366,592
mobidb-lite,U6KQB5,disorder_prediction,1,193
mobidb-lite,U6KSX2,disorder_prediction,1003,1052
mobidb-lite,U6KU16,disorder_prediction,879,956
LowComplexity,U6KY71,Uncharacterized protein OS=Eimeria tenella GN=ETH_00025865 PE=4 SV=1,1543,1555
PF10584,U6L0F4,Proteasome alpha-subunit N-terminal domain,5,27
PF03588,U6L0N2,Leucyl/phenylalanyl-tRNA-protein transferase,148,210
mobidb-lite,U6L5G9,disorder_prediction,383,411
LowComplexity,U6L6C3,Uncharacterized protein OS=Eimeria tenella GN=ETH_00008150 PE=4 SV=1,554,570
PF06423,U6LAY8,GWT1,161,280
PF09359,U6LG13,VTC domain,278,592
mobidb-lite,U6LKH7,disorder_prediction,1,67
PF00481,U6LL77,PPM-type phosphatase domain,217,313
PF00211,U6LQJ8,Adenylyl cyclase class-3/4/guanylyl cyclase,574,768
mobidb-lite,U6LRT5,disorder_prediction,447,572
mobidb-lite,U6LS25,disorder_prediction,790,833
mobidb-lite,U6LSY8,disorder_prediction,426,460
mobidb-lite,U6LW33,disorder_prediction,1980,2053
mobidb-lite,U6M1C9,disorder_prediction,126,148
CoiledCoil,U6M3U1,Aurora kinase putative OS=Eimeria maxima GN=EMWEY_00017170 PE=4 SV=1,518,539
PF10075,U6M533,CSN8/PSMD8/EIF3K,65,224
mobidb-lite,U6M6C2,disorder_prediction,4758,4782
LowComplexity,U6M940,GRAM domain-containing protein putative OS=Eimeria maxima GN=EMWEY_00034290 PE=4 SV=1,375,388
PF09335,U6M9A8,SNARE associated Golgi protein,115,232
LowComplexity,U6M9K5,Glycogen synthase putative OS=Eimeria maxima GN=EMWEY_00036050 PE=4 SV=1,710,732
mobidb-lite,U6M9K5,disorder_prediction,177,215
LowComplexity,U6MB67,Uncharacterized protein OS=Eimeria maxima GN=EMWEY_00009640 PE=4 SV=1,809,821
PF00076,U6MJB4,RNA recognition motif domain,24,90
PF00153,U6MKW7,Mitochondrial substrate/solute carrier,303,333
PF00498,U6MNZ1,Forkhead-associated (FHA) domain,269,338
PF00085,U6MPJ2,Thioredoxin domain,10,56
mobidb-lite,U6MPP1,disorder_prediction,138,190
PF01060,U6NML4,Transthyretin-like,29,104
mobidb-lite,U6NQB7,disorder_prediction,260,298
mobidb-lite,U6NR39,disorder_prediction,120,295
PF00462,U6NRG4,Glutaredoxin,139,202
PF00078,U6NT35,Reverse transcriptase domain,9,67
PF00155,U6NTQ9,Aminotransferase class I/classII,170,528
PF01422,U6NUC4,Zinc finger NF-X1-type,563,584
PF00474,U6NUT7,Sodium/solute symporter,47,373
PF04142,U6NVE6,Nucleotide-sugar transporter,9,377
PF00481,U6P7S7,PPM-type phosphatase domain,255,350
PF00085,U6PH59,Thioredoxin domain,28,131
PF01344,U6PX02,Kelch repeat type 1,267,305
PF00333,U7DVE4,Ribosomal protein S5 N-terminal,155,219
PF00806,U7E1J3,Pumilio RNA-binding repeat,897,924
PF00059,V3ZQE7,C-type lectin-like,100,203
mobidb-lite,V3ZW13,disorder_prediction,458,499
PF02260,V3ZYX7,FATC domain,3899,3928
PF13499,V4AGA4,EF-hand domain,120,172
mobidb-lite,V4AKG2,disorder_prediction,96,132
PF03160,V4ANB3,Na-Ca exchanger/integrin-beta4,1374,1447
PF10453,V4ANQ0,Nuclear fragile X mental retardation-interacting protein 1 conserved domain,204,252
mobidb-lite,V4AQK2,disorder_prediction,206,246
PF03321,V4AS59,GH3 family,21,546
PF00008,V4B2M9,EGF-like domain,214,243
mobidb-lite,V4B3Z4,disorder_prediction,599,620
PF01624,V4B4P5,DNA mismatch repair protein MutS-like N-terminal,33,144
PF05041,V4B5H2,Pecanex,1009,1177
PF13802,V4BC23,Glycoside hydrolase family 31 N-terminal domain,172,235
PF00076,V4BCT4,RNA recognition motif domain,141,209
mobidb-lite,V4BE72,disorder_prediction,211,235
PF01019,V4BXA9,Gamma-glutamyltranspeptidase,99,609
PF00622,V4BYM6,SPRY domain,567,680
PF03372,V4C5U9,Endonuclease/exonuclease/phosphatase,7,227
PF06017,V4CKW9,Class I myosin tail homology domain,909,1085
PF00004,V4KNN8,ATPase AAA-type core,557,687
PF03105,V4KRH9,SPX domain,1,338
PF01535,V4KSN6,Pentatricopeptide repeat,271,292
LowComplexity,V4KX77,Uncharacterized protein OS=Eutrema salsugineum GN=EUTSA_v10008203mg PE=4 SV=1,248,263
PF03110,V4L301,Transcription factor SBP-box,175,248
PF04776,V4L846,Protein MS5,156,269
PF03107,V4L891,DC1,152,194
PF05617,V4LI64,Prolamin-like domain,38,90
mobidb-lite,V4LRH8,disorder_prediction,313,337
mobidb-lite,V4LTQ8,disorder_prediction,489,525
PF01394,V4M952,Clathrin heavy chain propeller repeat,154,197
PF06046,V4MA53,Exocyst complex component EXOC3/Sec6,173,733
PF00295,V4MEW4,Glycoside hydrolase family 28,167,447
PF00071,V4MQV0,Small GTPase superfamily,15,175
PF00403,V4N4P8,Heavy metal-associated domain HMA,12,68
PF02797,V4RIJ1,Chalcone/stilbene synthase C-terminal,238,387
mobidb-lite,V4RJ20,disorder_prediction,1,25
PF03140,V4RSI7,Protein of unknown function DUF247 plant,68,450
mobidb-lite,V4S2D1,disorder_prediction,102,132
mobidb-lite,V4S401,disorder_prediction,337,356
LowComplexity,V4S8X0,Uncharacterized protein OS=Citrus clementina GN=CICLE_v10013897mg PE=4 SV=1,31,48
mobidb-lite,V4S9I6,disorder_prediction,127,163
PF01397,V4SES2,Terpene synthase N-terminal domain,167,368
mobidb-lite,V4T7C7,disorder_prediction,566,616
PF00067,V4T7G6,Cytochrome P450,2,286
PF00982,V4T8Y1,Glycosyl transferase family 20,60,546
mobidb-lite,V4TF27,disorder_prediction,114,150
PF00657,V4TN49,GDSL lipase/esterase,5,251
PF12697,V4UCT0,Alpha/beta hydrolase fold-1,52,290
PF05450,V4UDN5,Nicastrin,222,358
mobidb-lite,V4W969,disorder_prediction,1,34
mobidb-lite,V5GG93,disorder_prediction,224,253
PF13639,V5HDV4,Zinc finger RING-type,13,55
PF12689,V5I503,Magnesium-dependent phosphatase-1 eukaryotic/archaeal type,6,62
PF00328,V5I8Q3,Histidine phosphatase superfamily clade-2,51,319
PF13516,V5IBA0,Leucine-rich repeat,87,99
PF01411,V5KWL5,Alanyl-tRNA synthetase class IIc N-terminal,1,135
PF00115,V5LFT8,Cytochrome c oxidase subunit I,1,217
PF00430,V5QFG1,ATP synthase F0 complex subunit b/b' bacterial/chloroplast,26,156
PF10426,V5QQV0,V(D)J recombination-activating protein 1 Zinc finger,313,340
PF04699,V5REL6,Actin-related protein 2/3 complex subunit 5,16,131
PF03106,V5RF64,WRKY domain,161,218
PF00115,V5W9T9,Cytochrome c oxidase subunit I,6,235
PF00033,V5XVG1,Cytochrome b/b6 N-terminal,19,204
PF01391,V6CLE3,Collagen triple helix repeat,85,143
PF06645,V6LGR0,Microsomal signal peptidase 12kDa subunit,2,70
mobidb-lite,V6LU11,disorder_prediction,1208,1234
PF00069,V6TAU8,Protein kinase domain,9,273
CoiledCoil,V6TST7,Putative ankyrin repeat protein (Fragment) OS=Giardia intestinalis GN=GSB_152751 PE=4 SV=1,1844,1865
PF03302,V6TTQ3,Giardia variant-specific surface protein,321,496
CoiledCoil,V6TVS4,Ankyrin repeat protein OS=Giardia intestinalis GN=GSB_151766 PE=3 SV=1,1076,1111
CoiledCoil,V6TYD5,Serine/threonine protein kinase (Fragment) OS=Giardia intestinalis GN=GSB_151976 PE=4 SV=1,679,707
PF00226,V7AEL8,DnaJ domain,102,164
mobidb-lite,V7APR2,disorder_prediction,387,1110
PF13041,V7AXR6,Pentatricopeptide repeat,984,1031
PF01535,V7AYY1,Pentatricopeptide repeat,543,568
mobidb-lite,V7B273,disorder_prediction,852,888
PF13516,V7B4C1,Leucine-rich repeat,334,355
mobidb-lite,V7B501,disorder_prediction,269,293
PF05056,V7B7H3,Protein of unknown function DUF674,49,133
mobidb-lite,V7B896,disorder_prediction,179,221
PF01535,V7B899,Pentatricopeptide repeat,315,344
PF00806,V7B957,Pumilio RNA-binding repeat,800,830
PF01419,V7BBG6,Jacalin-like lectin domain,21,151
PF14309,V7BGN1,Domain of unknown function DUF4378,530,667
PF01843,V7BT17,Dilute domain,1414,1518
PF01535,V7C2Y5,Pentatricopeptide repeat,144,170
PF00201,V7C8F8,UDP-glucuronosyl/UDP-glucosyltransferase,253,386
mobidb-lite,V7CG61,disorder_prediction,36,66
PF08880,V7CJA0,Glutamine-Leucine-Glutamine QLQ,14,48
PF12796,V7CKI0,Ankyrin repeat-containing domain,84,149
PF10075,V7CL94,CSN8/PSMD8/EIF3K,106,242
CoiledCoil,V7CMV8,Uncharacterized protein OS=Phaseolus vulgaris GN=PHAVU_002G241900g PE=4 SV=1,153,192
PF01974,V7CYA6,tRNA intron endonuclease catalytic domain-like,218,300
PF13041,V7D0Z4,Pentatricopeptide repeat,359,407
PF04547,V8NCY2,Anoctamin,20,482
PF08711,V8NEX2,Transcription factor IIS N-terminal,2,52
PF08022,V8NIW5,FAD-binding 8,280,379
mobidb-lite,V8NN62,disorder_prediction,140,164
PF00400,V8NN78,WD40 repeat,60,97
PF16519,V8NRS1,TRPM tetramerisation domain,1111,1166
mobidb-lite,V8NSP8,disorder_prediction,1,140
PF00085,V8P3A4,Thioredoxin domain,195,278
PF00001,V8P3M1,G protein-coupled receptor rhodopsin-like,153,280
